"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Activewear clothing features (product.metafields.shopify.activewear-clothing-features)","Activity (product.metafields.shopify.activity)","Clothing features (product.metafields.shopify.clothing-features)","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Fit (product.metafields.shopify.fit)","Headwear features (product.metafields.shopify.headwear-features)","Neckline (product.metafields.shopify.neckline)","Pants length type (product.metafields.shopify.pants-length-type)","Size (product.metafields.shopify.size)","Sleeve length type (product.metafields.shopify.sleeve-length-type)","Target gender (product.metafields.shopify.target-gender)","Top length type (product.metafields.shopify.top-length-type)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"gutta-wasserdichter-tracksuit-burnt-orange-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","148.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"gutta-wasserdichter-tracksuit-burnt-orange-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","148.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"gutta-wasserdichter-tracksuit-burnt-orange-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","148.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"gutta-wasserdichter-tracksuit-burnt-orange-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","148.00","233.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-navy-by-corteiz","Guerillaz Cargo Pants Navy By Corteiz","Guerillaz Cargo Pants in Navy by Corteiz deliver bold streetwear style with functional design. Featuring multiple cargo pockets, reinforced stitching, and a relaxed fit, these pants combine urban aesthetics with everyday wearability. The rich navy colorway pairs effortlessly with any wardrobe. Built for those who demand both style and substance in their clothing.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","corteiz cargo, Navy Cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Cargo-Pants-Navy.png?v=1786369120","1","","false","Guerillaz Cargo Pants Navy By Corteiz - Order Now","","","","","navy","","","","","long","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-cargo-pants-navy-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-navy-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-navy-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-navy-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"gasolina-royal-blue-tracksuit-by-corteiz","Gasolina Royal Blue Tracksuit by Corteiz","Elevate your streetwear game with the Gasolina Royal Blue Tracksuit by Corteiz. Crafted for those who demand style","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, Blue tracksuit, corteiz tracksuit, green tracksuit, tracksuit","true","Size","l","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","141.00","206.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Gasolina-Royal-Blue-Tracksuit-1.png?v=1786369020","1","","false","Gasolina Royal Blue Tracksuit by Corteiz Shop now","","","","","blue","","","","","long","l; 2xl; xl; m; s","long","","long","","kg","","","active"
"gasolina-royal-blue-tracksuit-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","141.00","206.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"gasolina-royal-blue-tracksuit-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","141.00","206.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"gasolina-royal-blue-tracksuit-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","141.00","206.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"gasolina-royal-blue-tracksuit-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","141.00","206.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-brown-by-corteiz","Guerillaz Cargo Pants Brown By Corteiz","Guerillaz Cargo Pants in rich brown by Corteiz deliver street-ready style with functional design. Featuring multiple cargo pockets, reinforced stitching, and a relaxed fit, these pants blend urban aesthetics with everyday practicality. The premium brown tone pairs effortlessly with any wardrobe. Built for comfort and durability, they're an essential piece for those who value both fashion and function.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","brown cargo, corteiz cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","124.00","165.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Cargo-Pants-Brown-2.png?v=1786368955","1","","false","Guerillaz Cargo Pants Brown By Corteiz - Order Now","","","","","brown","","","","","long","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-cargo-pants-brown-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","124.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-brown-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","124.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-brown-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","124.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargo-pants-brown-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","124.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"black-shain-tracksuit-by-corteiz","Black Shain Tracksuit by Corteiz","The Black Shain Tracksuit by Corteiz combines contemporary streetwear style with comfort and versatility. Featuring a sleek black colorway, this tracksuit is designed for those who appreciate quality craftsmanship and modern aesthetics. The set includes a coordinated jacket and matching bottoms, perfect for casual outings, gym sessions, or relaxed everyday wear. Corteiz's attention to detail ensures a polished look that transitions seamlessly from day to night. Ideal for building a minimalist wardrobe staple that pairs effortlessly with your existing pieces.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Black tracksuit, corteiz tracksuit, green tracksuit, tracksuit","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","145.00","276.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Black-Shain-Tracksuit.png?v=1786368693","1","","false","Black Shain Tracksuit by Corteiz Shop Now","","","","","","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"black-shain-tracksuit-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","145.00","276.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"black-shain-tracksuit-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","145.00","276.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"black-shain-tracksuit-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","145.00","276.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"black-shain-tracksuit-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","145.00","276.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-stone-cargos-by-corteiz","Guerillaz Stone Cargos By Corteiz","Guerillaz Stone Cargos By Corteiz deliver bold streetwear style with premium construction. Featuring a distinctive stone-washed finish, these cargo pants combine functional utility pockets with contemporary design. The relaxed fit and durable fabric make them perfect for everyday wear or making a statement. Crafted by Corteiz, a leader in urban fashion, these cargos blend comfort with edge. Ideal for those who demand quality and style in their wardrobe.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","Corteiz cargo, Grey Cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","shopify","0","deny","manual","124.00","176.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Stone-Cargos-1-1.png?v=1786368766","1","","false","Guerillaz Stone Cargos By Corteiz - Shop Now","","","","","gray","","","","","long","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-stone-cargos-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","shopify","0","deny","manual","124.00","176.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Stone-Cargos-2.png?v=1786368766","2","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-stone-cargos-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","shopify","0","deny","manual","124.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-stone-cargos-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","shopify","0","deny","manual","124.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-stone-cargos-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","shopify","0","deny","manual","124.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-triple-black-by-corteiz","Guerillaz Cargos Triple Black By Corteiz","Guerillaz Cargos in Triple Black by Corteiz deliver bold streetwear style with functional design. Crafted from premium fabric, these cargos feature multiple pockets and a relaxed fit that works for casual wear or layered looks. The all-black colorway offers versatility, pairing effortlessly with any top. Built for comfort and durability, they're a staple piece for those who value both aesthetics and practicality in their wardrobe.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","Black Cargo, corteiz cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","123.00","167.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Cargos-Triple-Black-2.png?v=1786368669","1","","false","Guerillaz Cargos Triple Black By Corteiz - Order Now","","","","","black","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-cargos-triple-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","123.00","167.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-triple-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","123.00","167.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-triple-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","123.00","167.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-triple-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","123.00","167.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"big-logo-short-tracksuit-by-corteiz","Big Logo Short Tracksuit by Corteiz","Elevate your casual wardrobe with the Big Logo Short Tracksuit by Corteiz. Featuring the iconic oversized logo branding that defines the brand, this two-piece set combines comfort with contemporary streetwear style. The shorts and matching top are crafted for everyday wear, offering a relaxed fit perfect for lounging or making a statement. Premium quality construction ensures durability, while the bold design makes it a standout piece in any collection. Ideal for those who appreciate authentic streetwear aesthetics and quality basics.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","Blue tracksuit, corteiz tracksuit, green tracksuit, tracksuit","true","Size","l","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","143.00","259.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Big-Logo-Short-Tracksuit.png?v=1786368494","1","","false","Big Logo Short Tracksuit by Corteiz Shop Now","","","","","blue","","","","","above-the-knee","l; s; m; xl; 2xl","long","","medium","","kg","","","active"
"big-logo-short-tracksuit-by-corteiz","","","","","","","","","s","","","","","","","","","0.0","","0","deny","manual","143.00","259.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"big-logo-short-tracksuit-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","143.00","259.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"big-logo-short-tracksuit-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","143.00","259.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"big-logo-short-tracksuit-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","143.00","259.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-dutty-camo-by-corteiz","Guerillaz Cargos Dutty Camo By Corteiz","Guerillaz Cargos in Dutty Camo by Corteiz deliver bold streetwear style with authentic military-inspired aesthetics. Crafted with premium fabric and precision tailoring, these cargo pants feature multiple functional pockets and a relaxed fit that balances comfort with contemporary edge. The distinctive camo pattern showcases Corteiz's signature design language, making them a standout piece for urban fashion enthusiasts. Perfect for layering or wearing solo, these cargos elevate any casual wardrobe with street credibility and versatile wearability.","Corteiz","Apparel & Accessories > Clothing > Pants > Cargo Pants","Cargo","camo cargo, Cortiez Cargo","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Cargos-Dutty-Camo.png?v=1786368373","1","","false","Guerillaz Cargos Dutty Camo By Corteiz - Order Now","","","","","camouflage-1","","","","","long-1","s; m; l; xl; 2xl","","","","","kg","","","active"
"guerillaz-cargos-dutty-camo-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Guerillaz-Cargos-Camo.png?v=1786368374","2","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-dutty-camo-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-dutty-camo-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"guerillaz-cargos-dutty-camo-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","119.00","169.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-khaki-by-corteiz","Tracksuit Khaki by Corteiz","Premium khaki tracksuit by Corteiz, designed for contemporary style and comfort. Features a coordinated jacket and trousers in a versatile neutral tone, perfect for casual wear or layering. The set combines quality construction with modern aesthetics, ideal for those seeking elevated everyday essentials. Crafted to deliver both functionality and fashion-forward appeal.","Corteiz","Apparel & Accessories > Clothing > Outfit Sets","tracksuit","corteiz tracksuit, green tracksuit, tracksuit","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","145.00","202.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Alcatraz-Corteiz-Tracksuit-Khaki.png?v=1786368199","1","","false","Tracksuit Khaki by Corteiz Buy Now ","","","","","camouflage","","","","","long","s; m; l; xl; 2xl","long","","medium","","kg","","","active"
"tracksuit-khaki-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","145.00","202.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-khaki-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","145.00","202.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-khaki-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","145.00","202.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"tracksuit-khaki-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","145.00","202.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-special-edition-guerillaz-cargos-by-cortiez","4Starz Special Edition Guerillaz Cargos By Cortiez","Elevate your streetwear game with the 4Starz Special Edition Guerillaz Cargos by Cortiez. Crafted for those who demand bold style and premium quality, these cargo pants blend urban aesthetics with functional design. Featuring distinctive detailing and a contemporary silhouette, they're perfect for making a statement whether you're hitting the streets or standing out in any setting. Built to last with attention to detail that reflects the Cortiez commitment to excellence.","Corteiz","Uncategorized","Cargo","Black Cargo, Cortiez Cargo","true","Size","S","","","","","","","","","500.0","","0","deny","manual","136.00","178.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Special-Edition-Guerillaz-Cargos-2-1_1.png?v=1786367898","1","","false","4Starz Special Edition Guerillaz Cargos By Cortiez - Order Now","","","","","","","","","","","","","","","","kg","","","active"
"4starz-special-edition-guerillaz-cargos-by-cortiez","","","","","","","","","M","","","","","","","","","500.0","","0","deny","manual","136.00","178.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Special-Edition-Guerillaz-Cargos-1_84871997-a74c-4e9d-8234-448448a1c19c.png?v=1786367898","2","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-special-edition-guerillaz-cargos-by-cortiez","","","","","","","","","L","","","","","","","","","500.0","","0","deny","manual","136.00","178.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-special-edition-guerillaz-cargos-by-cortiez","","","","","","","","","XL","","","","","","","","","500.0","","0","deny","manual","136.00","178.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-special-edition-guerillaz-cargos-by-cortiez","","","","","","","","","XXL","","","","","","","","","500.0","","0","deny","manual","136.00","178.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"scareface-t-shirt-white-by-corteiz","Scareface T-shirt White By Corteiz","Elevate your streetwear collection with the iconic Scareface T-shirt in crisp white by Corteiz. This premium tee combines bold graphic design with superior comfort, featuring a classic fit that works for any casual occasion. Crafted from quality fabric, it delivers durability and style in one statement piece. Perfect for those who appreciate authentic street culture and timeless aesthetics.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Corteiz  T-Shirt, White T Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","98.00","156.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Scareface-T-shirt-White-2.png?v=1784875732","1","","false","Scareface T-shirt White By Corteiz Buy Now Free Shipping UK USA","Elevate your streetwear collection with the iconic Scareface T-shirt in crisp white by Corteiz. This premium tee combines bold graphic design with superior comfort","","","","white","","","","crew","","s; m; l; xl; 2xl","short","","medium","","kg","","","active"
"scareface-t-shirt-white-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","98.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"scareface-t-shirt-white-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","98.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"scareface-t-shirt-white-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","98.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"scareface-t-shirt-white-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","98.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-baseball-t-shirt-black-by-corteiz","OG Baseball T-Shirt Black By Corteiz","The OG Baseball T-Shirt in black from Corteiz delivers classic streetwear style with a contemporary edge. Crafted for comfort and durability, this essential piece features a timeless baseball tee silhouette that pairs effortlessly with any casual wardrobe. The premium black colorway ensures versatility, making it perfect for layering or wearing solo. Ideal for those who appreciate quality basics with authentic street credibility. A must-have staple for any modern collection.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Black T shirt, Corteiz  T-Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","99.00","146.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Rtw-Baseball-T-Shirt-Black-1-768x981-1.png?v=1784875591","1","","false","OG Baseball T-Shirt Black By Corteiz Buy Now Free Shipping UK USA","The OG Baseball T-Shirt in black from Corteiz delivers classic streetwear style with a contemporary edge. Crafted for comfort and durability.","","","","","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"og-baseball-t-shirt-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","99.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-baseball-t-shirt-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","99.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-baseball-t-shirt-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","99.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-baseball-t-shirt-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","99.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-5","OG T-Shirt White By Corteiz","The OG T-Shirt in classic white by Corteiz is an essential wardrobe staple. Crafted with quality materials, this timeless piece delivers comfort and style for everyday wear. The clean white colorway pairs effortlessly with any outfit, making it versatile for casual occasions or layering. Perfect for those who appreciate authentic streetwear aesthetics and reliable basics that stand the test of time.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Corteiz  T-Shirt, White T Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","88.00","145.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-OG-Property-Of-Crtz-T-Shirt-White-2.png?v=1784875402","1","","false","OG T-Shirt White By Corteiz Buy Now Free Shipping UK USA","The OG T-Shirt in classic white by Corteiz is an essential wardrobe staple. Crafted with quality materials, this timeless piece delivers comfort.","","","","white","","","","crew","","s; m; l; xl; 2xl","short","","","","kg","","","active"
"og-t-shirt-white-by-corteiz-5","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","88.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-5","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","88.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-5","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","88.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-5","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","88.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-2","OG  T-shirt Black By Corteiz","The OG T-shirt in classic black by Corteiz delivers timeless style with authentic streetwear appeal. Crafted from quality fabric, this essential piece features the iconic Corteiz branding and offers versatile wear for any casual occasion. Perfect for building a minimalist wardrobe staple that pairs effortlessly with jeans, joggers, or layered looks. Embrace the signature Corteiz aesthetic with this must-have black tee.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Black T shirt, Corteiz  T-Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","100.00","165.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-OG-Carni-Alcatraz-T-shirt-Black-2.png?v=1784875244","1","","false","OG  T-shirt Black By Corteiz Buy Now Free Shipping UK USA","The OG T-shirt in classic black by Corteiz delivers timeless style with authentic streetwear appeal. Crafted from quality fabric.","","","","black","","","","crew","","s; m; l; xl; 2xl","short","","medium","","kg","","","active"
"og-t-shirt-black-by-corteiz-2","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","100.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-2","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","100.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-2","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","100.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-2","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","100.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-1","OG T-Shirt Black BY Corteiz","The OG T-Shirt in classic black by Corteiz delivers timeless style with a contemporary edge. Crafted from premium quality fabric, this essential piece offers comfort and durability for everyday wear. The clean design makes it versatile enough to pair with any outfit, whether dressed up or down. A wardrobe staple that combines quality construction with understated sophistication.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Black T shirt, Corteiz  T-Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","122.00","187.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-OG-Alcatraz-T-Shirt-Black-2.png?v=1784875087","1","","false","OG T-Shirt Black BY Corteiz Buy Now Free Shipping UK USA","The OG T-Shirt in classic black by Corteiz delivers timeless style with a contemporary edge. Crafted from premium quality fabric.","","","","black","","","","crew","","s; m; l; xl; 2xl","short","","","","kg","","","active"
"og-t-shirt-black-by-corteiz-1","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","122.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-1","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","122.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-1","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","122.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz-1","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","122.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
